bath,balcony,price,total_sqft_float,bhk,price_per_sqft
3.0,1.0,105.0,1596.0,3,0.06578947368421052
3.0,0.0,95.0,1596.0,3,0.05952380952380952
3.0,1.0,115.0,1570.0,3,0.0732484076433121
2.0,1.0,65.0,1500.0,3,0.043333333333333335
2.0,1.0,54.0,1200.0,2,0.045
2.0,1.0,67.0,1132.0,2,0.05918727915194346
3.0,2.0,93.0,1575.0,3,0.05904761904761905
2.0,2.0,82.0,1285.0,2,0.06381322957198443
3.0,2.0,162.0,2330.0,3,0.06952789699570816
2.0,1.0,92.5,1330.0,2,0.06954887218045112
2.0,1.0,86.98,1330.0,2,0.06539849624060151
2.0,1.0,93.36,1330.0,2,0.0701954887218045
3.0,3.0,102.0,1500.0,3,0.068
2.0,1.0,69.0,1280.0,2,0.05390625
2.0,1.0,65.0,1125.0,2,0.057777777777777775
3.0,3.0,125.0,1734.0,3,0.07208765859284891
2.0,2.0,86.0,1343.0,2,0.06403574087862993
4.0,2.0,163.0,2350.0,3,0.06936170212765957
3.0,2.0,130.0,1860.0,3,0.06989247311827956
3.0,3.0,165.0,2210.0,3,0.0746606334841629
3.0,2.0,177.0,2710.0,3,0.06531365313653137
3.0,0.0,110.0,1650.0,3,0.06666666666666667
2.0,1.0,70.0,1190.0,2,0.058823529411764705
3.0,3.0,135.0,2070.0,3,0.06521739130434782
3.0,3.0,95.0,1600.0,3,0.059375
2.0,0.0,75.0,1210.0,2,0.06198347107438017
2.0,1.0,64.5,1500.0,3,0.043
2.0,1.0,60.0,1060.0,2,0.05660377358490566
2.0,1.0,64.5,1152.0,2,0.055989583333333336
1.0,1.0,36.0,770.0,2,0.046753246753246755
2.0,1.0,52.0,1070.0,2,0.048598130841121495
2.0,1.0,46.0,1025.0,2,0.0448780487804878
1.0,1.0,27.0,589.0,1,0.04584040747028863
2.0,1.0,40.0,910.0,2,0.04395604395604396
2.0,1.0,63.0,1108.0,2,0.05685920577617329
2.0,1.0,65.0,1128.0,2,0.057624113475177305
3.0,2.0,95.0,1800.0,3,0.05277777777777778
1.0,1.0,34.65,630.0,1,0.055
2.0,1.0,63.0,1128.0,2,0.05585106382978723
3.0,2.0,99.0,1599.0,3,0.06191369606003752
2.0,1.0,55.0,1070.0,2,0.0514018691588785
2.0,1.0,41.0,940.0,2,0.043617021276595745
2.0,1.0,68.75,1128.0,2,0.06094858156028369
2.0,1.0,73.3,1342.0,2,0.05461997019374068
2.0,1.0,71.0,1360.0,3,0.05220588235294118
2.0,0.0,56.93,1265.0,2,0.04500395256916996
2.0,2.0,102.0,1691.0,3,0.06031933767001774
2.0,1.0,65.49,1128.0,2,0.05805851063829787
2.0,1.0,56.1,1070.0,2,0.05242990654205608
4.0,0.0,120.0,2000.0,4,0.06
2.0,2.0,45.0,890.0,2,0.05056179775280899
2.0,1.0,65.65,1128.0,2,0.05820035460992908
2.0,0.0,42.0,865.0,2,0.048554913294797684
2.0,2.0,42.0,910.0,2,0.046153846153846156
2.0,1.0,75.0,1360.0,3,0.05514705882352941
1.0,1.0,40.0,770.0,2,0.05194805194805195
2.0,1.0,64.0,1128.0,2,0.05673758865248227
2.0,1.0,54.0,1070.0,2,0.05046728971962617
3.0,2.0,89.0,1571.0,3,0.056651814131126674
3.0,1.0,50.0,1111.0,3,0.045004500450045004
2.0,1.0,39.5,870.0,2,0.045402298850574715
2.0,1.0,72.0,1374.0,3,0.05240174672489083
2.0,1.0,65.35,1128.0,2,0.057934397163120564
2.0,1.0,65.0,1128.0,2,0.057624113475177305
1.0,1.0,34.0,755.0,2,0.045033112582781455
3.0,2.0,91.84,1563.0,3,0.05875879718490083
2.0,1.0,54.5,1025.0,2,0.05317073170731707
2.0,1.0,46.0,1070.0,2,0.04299065420560748
3.0,2.0,58.0,1350.0,3,0.04296296296296296
3.0,2.0,75.0,1700.0,3,0.04411764705882353
2.0,1.0,68.0,1128.0,2,0.06028368794326241
1.0,1.0,35.0,700.0,1,0.05
2.0,1.0,70.5,1360.0,3,0.05183823529411765
3.0,2.0,105.0,1571.0,3,0.0668364099299809
3.0,2.0,104.0,1600.0,3,0.065
2.0,1.0,100.0,1500.0,3,0.06666666666666667
2.0,1.0,65.0,1152.0,2,0.05642361111111111
2.0,1.0,60.0,1070.0,2,0.056074766355140186
2.0,1.0,65.5,1128.0,2,0.05806737588652482
2.0,1.0,59.0,1200.0,2,0.049166666666666664
2.0,1.0,65.75,1152.0,2,0.057074652777777776
2.0,1.0,55.0,1070.0,2,0.0514018691588785
2.0,1.0,58.0,1060.0,2,0.05471698113207547
2.0,1.0,54.1,1025.0,2,0.05278048780487805
2.0,1.0,78.0,1500.0,3,0.052
2.0,1.0,59.32,1213.0,2,0.0489035449299258
3.0,2.0,90.0,1575.0,3,0.05714285714285714
3.0,2.0,100.0,1449.0,3,0.06901311249137336
2.0,1.0,58.0,1125.0,2,0.051555555555555556
3.0,3.0,101.0,1575.0,3,0.06412698412698413
1.0,1.0,12.0,550.0,1,0.02181818181818182
2.0,2.0,40.0,919.0,2,0.04352557127312296
2.0,1.0,78.25,1500.0,3,0.05216666666666667
2.0,1.0,79.0,1363.0,2,0.05796038151137197
2.0,1.0,67.15,1108.0,2,0.06060469314079423
2.0,1.0,65.7,1128.0,2,0.05824468085106383
2.0,1.0,51.0,1060.0,2,0.048113207547169815
3.0,2.0,100.0,1650.0,3,0.06060606060606061
2.0,1.0,49.0,1025.0,2,0.04780487804878049
3.0,2.0,90.0,1449.0,3,0.062111801242236024
2.0,1.0,58.0,1070.0,2,0.05420560747663551
2.0,1.0,54.0,1210.0,2,0.04462809917355372
2.0,1.0,75.0,1500.0,3,0.05
2.0,1.0,52.0,1070.0,2,0.048598130841121495
4.0,3.0,119.0,2435.0,4,0.04887063655030801
2.0,2.0,60.0,1073.0,2,0.05591798695246971
2.0,1.0,78.0,1500.0,3,0.052
2.0,1.0,47.0,1070.0,2,0.04392523364485981
2.0,2.0,65.0,1296.0,2,0.05015432098765432
2.0,1.0,70.93,1140.0,2,0.06221929824561404
4.0,1.0,104.0,2093.0,4,0.049689440993788817
2.0,1.0,53.9,1025.0,2,0.052585365853658535
2.0,1.0,54.0,940.0,2,0.0574468085106383
1.0,1.0,21.0,435.0,1,0.04827586206896552
2.0,1.0,77.5,1500.0,3,0.051666666666666666
3.0,2.0,80.0,1631.0,3,0.049049662783568364
2.0,1.0,67.0,1355.0,2,0.04944649446494465
1.0,1.0,22.0,435.0,1,0.05057471264367816
2.0,1.0,50.0,1039.0,2,0.04812319538017324
1.0,1.0,39.9,770.0,2,0.05181818181818182
2.0,1.0,64.0,1128.0,2,0.05673758865248227
1.0,0.0,13.31,605.0,1,0.022000000000000002
1.0,1.0,13.5,530.0,1,0.02547169811320755
2.0,1.0,53.0,1070.0,2,0.04953271028037383
3.0,2.0,83.0,1571.0,3,0.05283259070655633
3.0,2.0,66.0,1350.0,3,0.04888888888888889
3.0,3.0,110.0,1652.0,3,0.06658595641646489
2.0,1.0,65.58,1128.0,2,0.05813829787234042
1.0,1.0,28.0,635.0,1,0.04409448818897638
2.0,1.0,65.4,1128.0,2,0.057978723404255327
2.0,1.0,72.9,1355.0,2,0.053800738007380076
3.0,3.0,115.0,1609.0,3,0.07147296457426973
1.0,1.0,35.0,770.0,2,0.045454545454545456
2.0,1.0,40.0,865.0,2,0.046242774566473986
2.0,1.0,63.0,1108.0,2,0.05685920577617329
1.0,1.0,40.5,630.0,1,0.06428571428571428
1.0,1.0,22.0,605.0,1,0.03636363636363636
2.0,1.0,48.0,1070.0,2,0.044859813084112146
2.0,1.0,70.0,1360.0,3,0.051470588235294115
1.0,0.0,28.0,635.0,1,0.04409448818897638
2.0,1.0,65.45,1128.0,2,0.058023049645390075
2.0,1.0,40.0,890.0,2,0.0449438202247191
1.0,1.0,33.7,630.0,1,0.053492063492063494
3.0,1.0,90.0,1400.0,3,0.06428571428571428
2.0,1.0,85.5,1258.0,2,0.0679650238473768
2.0,1.0,85.0,1386.0,2,0.06132756132756133
2.0,1.0,50.0,1025.0,2,0.04878048780487805
2.0,1.0,55.0,1070.0,2,0.0514018691588785
2.0,1.0,72.0,1342.0,2,0.05365126676602087
3.0,1.0,70.0,1275.0,3,0.054901960784313725
1.0,1.0,38.0,770.0,2,0.04935064935064935
3.0,2.0,92.59,1644.0,3,0.05631995133819952
2.0,1.0,62.0,1250.0,2,0.0496
1.0,1.0,12.0,418.0,1,0.028708133971291867
2.0,1.0,64.8,1128.0,2,0.0574468085106383
2.0,1.0,55.0,1060.0,2,0.05188679245283019
1.0,1.0,40.42,710.0,1,0.05692957746478874
3.0,3.0,63.43,1275.0,3,0.049749019607843135
3.0,3.0,75.0,1518.0,3,0.04940711462450593
2.0,1.0,31.48,1090.0,1,0.028880733944954128
2.0,1.0,55.0,1060.0,2,0.05188679245283019
2.0,3.0,75.0,1353.0,2,0.05543237250554324
2.0,1.0,67.0,1128.0,2,0.05939716312056738
2.0,1.0,57.0,1070.0,2,0.05327102803738318
3.0,2.0,90.0,1700.0,3,0.052941176470588235
1.0,1.0,35.0,750.0,1,0.04666666666666667
2.0,1.0,55.0,1210.0,2,0.045454545454545456
2.0,1.0,60.0,1070.0,2,0.056074766355140186
3.0,2.0,97.0,1615.0,3,0.060061919504643964
2.0,2.0,68.0,1221.0,2,0.055692055692055695
3.0,1.0,73.0,1500.0,3,0.048666666666666664
2.0,1.0,48.0,995.0,2,0.04824120603015075
2.0,1.0,90.0,1342.0,2,0.06706408345752608
2.0,1.0,63.5,1128.0,2,0.05629432624113475
1.0,1.0,29.0,589.0,1,0.04923599320882852
3.0,1.0,94.5,1575.0,3,0.06
2.0,1.0,48.0,1070.0,2,0.044859813084112146
2.0,1.0,54.0,1025.0,2,0.05268292682926829
2.0,1.0,70.0,1500.0,3,0.04666666666666667
2.0,1.0,64.5,1500.0,3,0.043
4.0,2.0,134.0,2093.0,4,0.06402293358815098
2.0,1.0,73.0,1355.0,2,0.05387453874538745
2.0,1.0,64.99,1360.0,3,0.04778676470588235
2.0,1.0,52.0,1060.0,2,0.04905660377358491
2.0,1.0,39.07,1056.0,2,0.03699810606060606
2.0,1.0,30.6,1020.0,2,0.030000000000000002
2.0,2.0,45.0,1069.0,2,0.042095416276894296
1.0,1.0,28.35,630.0,1,0.045000000000000005
2.0,1.0,25.0,1000.0,2,0.025
2.0,1.0,28.34,1090.0,2,0.026
4.0,0.0,98.88,2225.0,4,0.044440449438202245
2.0,2.0,38.0,775.0,2,0.04903225806451613
2.0,2.0,59.0,1266.0,2,0.04660347551342812
2.0,1.0,28.88,1000.0,2,0.02888
2.0,1.0,44.0,972.0,2,0.04526748971193416
2.0,1.0,55.0,1031.0,2,0.0533462657613967
2.0,1.0,40.6,1003.0,2,0.04047856430707877
2.0,1.0,56.35,1031.0,2,0.0546556741028128
2.0,1.0,62.78,1395.0,3,0.04500358422939068
2.0,1.0,33.5,1160.0,2,0.028879310344827585
2.0,1.0,30.75,1065.0,2,0.028873239436619718
2.0,1.0,61.25,1219.0,2,0.050246103363412634
2.0,1.0,28.88,1000.0,2,0.02888
3.0,3.0,100.0,1790.0,3,0.055865921787709494
2.0,1.0,40.0,769.0,2,0.05201560468140442
2.0,2.0,32.5,900.0,2,0.03611111111111111
3.0,2.0,52.47,1418.0,3,0.037002820874471085
2.0,2.0,45.0,1070.0,2,0.04205607476635514
2.0,1.0,33.06,1140.0,2,0.029
2.0,0.0,32.67,1089.0,2,0.030000000000000002
2.0,1.0,55.0,1031.0,2,0.0533462657613967
2.0,1.0,65.8,1253.0,2,0.05251396648044693
2.0,1.0,33.5,1160.0,2,0.028879310344827585
4.0,1.5843757375501535,260.0,6000.0,4,0.043333333333333335
2.0,2.0,37.0,1116.0,2,0.033154121863799284
2.0,1.0,29.25,1125.0,2,0.026
2.0,1.0,28.88,1000.0,2,0.02888
2.0,1.0,28.88,1000.0,2,0.02888
2.0,1.0,28.88,1000.0,2,0.02888
2.0,1.0,30.29,1165.0,2,0.026
2.0,1.0,53.0,1031.0,2,0.05140640155189137
2.0,1.0,30.88,1065.0,2,0.028995305164319248
3.0,2.0,80.0,1549.0,3,0.051646223369916075
2.0,1.0,56.13,1065.0,2,0.05270422535211268
2.0,2.0,26.0,920.0,2,0.02826086956521739
2.0,1.0,33.84,1140.0,2,0.029684210526315792
2.0,1.0,61.26,1219.0,2,0.05025430680885972
2.0,3.0,65.0,1252.0,3,0.051916932907348244
2.0,1.0,32.49,1125.0,2,0.028880000000000003
2.0,2.0,69.0,1286.0,2,0.053654743390357695
2.0,1.0,32.92,1140.0,2,0.02887719298245614
2.0,2.0,40.0,1116.0,2,0.035842293906810034
3.0,3.0,46.0,1150.0,3,0.04
2.0,3.0,47.0,1192.0,3,0.03942953020134228
2.0,2.0,32.0,1020.0,2,0.03137254901960784
3.0,1.0,97.0,1900.0,4,0.05105263157894737
2.0,1.0,27.43,1020.0,2,0.026892156862745098
2.0,1.0,26.65,1025.0,2,0.026
2.0,1.0,29.45,1020.0,2,0.028872549019607844
2.0,1.0,28.88,1000.0,2,0.02888
2.0,2.0,28.5,1140.0,2,0.025
2.0,1.0,32.49,1125.0,2,0.028880000000000003
2.0,1.0,34.65,1200.0,2,0.028874999999999998
2.0,1.0,52.2,1160.0,2,0.045000000000000005
2.0,1.0,55.0,1244.0,2,0.04421221864951769
2.0,1.0,33.51,1160.0,2,0.028887931034482756
2.0,1.0,40.0,972.0,2,0.0411522633744856
2.0,1.0,33.51,1160.0,2,0.028887931034482756
2.0,1.0,31.48,1090.0,2,0.028880733944954128
2.0,1.0,32.92,1140.0,2,0.02887719298245614
1.0,1.0,35.0,650.0,1,0.05384615384615385
2.0,1.0,57.0,1155.0,2,0.04935064935064935
3.0,3.0,92.0,1800.0,3,0.051111111111111114
2.0,2.0,28.0,1300.0,2,0.021538461538461538
2.0,1.0,33.5,1160.0,2,0.028879310344827585
2.0,1.0,29.6,1025.0,2,0.028878048780487806
2.0,1.0,22.8,829.0,2,0.027503015681544028
4.0,0.0,105.0,2187.5,4,0.048
2.0,1.0,67.0,1252.0,2,0.05351437699680511
2.0,1.0,32.63,1125.0,2,0.029004444444444447
2.0,1.0,34.0,1140.0,2,0.02982456140350877
2.0,1.0,65.0,1252.0,3,0.051916932907348244
2.0,2.0,46.0,1135.0,2,0.04052863436123348
3.0,1.0,65.0,1305.0,3,0.04980842911877394
2.0,1.0,33.64,1165.0,2,0.028875536480686696
2.0,3.0,50.35,1336.0,3,0.037687125748503
1.0,1.0,16.75,575.0,1,0.029130434782608697
2.0,1.0,30.76,1065.0,2,0.02888262910798122
2.0,1.0,30.75,1065.0,2,0.028873239436619718
2.0,1.0,33.06,1140.0,2,0.029
2.0,1.0,26.5,911.0,2,0.029088913282107574
2.0,1.0,34.65,1200.0,2,0.028874999999999998
2.0,1.0,54.48,1031.0,2,0.05284190106692531
2.0,1.0,33.0,950.0,2,0.034736842105263156
3.0,2.0,58.0,1750.0,3,0.03314285714285714
3.0,2.0,78.29,1475.0,3,0.05307796610169492
3.0,1.0,78.8,1490.0,3,0.05288590604026845
2.0,2.0,53.0,1113.27,2,0.047607498630161595
3.0,1.0,84.0,1490.0,3,0.056375838926174496
2.0,1.0,56.0,1015.0,2,0.05517241379310345
2.0,1.0,80.91,1515.0,3,0.053405940594059405
2.0,0.0,46.0,995.0,2,0.04623115577889447
2.0,1.0,82.0,1555.0,3,0.052733118971061095
2.0,2.0,75.0,1340.0,2,0.055970149253731345
2.0,2.0,55.0,1124.0,3,0.04893238434163701
2.0,1.0,57.0,1175.0,2,0.04851063829787234
1.0,1.0,42.41,755.0,1,0.056172185430463574
1.0,1.0,27.0,580.0,1,0.04655172413793104
2.0,2.0,49.0,940.0,2,0.052127659574468084
2.0,2.0,67.0,1335.0,2,0.050187265917602995
2.0,2.0,55.0,1113.12,2,0.04941066551674573
3.0,0.0,71.0,1350.0,3,0.052592592592592594
2.0,1.0,49.8,995.0,2,0.0500502512562814
1.0,0.0,26.0,635.0,1,0.04094488188976378
2.0,1.0,68.0,1190.0,2,0.05714285714285714
3.0,2.0,72.54,1450.0,3,0.050027586206896554
1.0,0.0,16.9,360.0,1,0.04694444444444444
1.0,1.0,32.0,638.0,1,0.050156739811912224
2.0,2.0,64.98,1175.0,2,0.05530212765957447
1.0,1.0,21.0,585.0,1,0.035897435897435895
2.0,2.0,59.76,1200.0,2,0.0498
2.0,1.0,54.0,1145.0,2,0.04716157205240175
2.0,2.0,65.0,1125.0,2,0.057777777777777775
2.0,2.0,82.0,1550.0,3,0.05290322580645161
2.0,0.0,40.0,865.0,2,0.046242774566473986
3.0,2.0,93.0,1800.0,3,0.051666666666666666
2.0,2.0,60.0,1314.0,2,0.045662100456621
2.0,1.0,62.0,1170.0,2,0.05299145299145299
3.0,2.0,79.0,1450.0,3,0.05448275862068966
2.0,1.0,48.0,940.0,2,0.05106382978723404
2.0,1.0,44.0,940.0,2,0.04680851063829787
2.0,1.0,67.0,1300.0,2,0.05153846153846154
2.0,1.0,51.0,1028.0,2,0.04961089494163424
2.0,2.0,60.0,1205.0,2,0.04979253112033195
2.0,1.0,67.0,1305.0,2,0.05134099616858238
1.0,0.0,30.12,755.0,1,0.03989403973509934
2.0,1.0,60.0,1175.0,2,0.05106382978723404
2.0,0.0,68.0,1230.0,2,0.055284552845528454
2.0,0.0,66.0,1000.0,2,0.066
2.0,1.0,69.0,1180.0,2,0.05847457627118644
4.0,1.5843757375501535,125.0,2145.0,4,0.05827505827505827
3.0,1.0,180.0,1700.0,3,0.10588235294117647
3.0,1.5843757375501535,95.45,1305.0,3,0.07314176245210728
3.0,3.0,185.0,1870.0,3,0.09893048128342247
3.0,2.0,150.0,1750.0,3,0.08571428571428572
3.0,1.0,200.0,2000.0,3,0.1
4.0,2.0,330.0,3500.0,3,0.09428571428571429
4.0,3.0,285.0,2350.0,3,0.12127659574468085
2.0,2.0,140.0,1550.0,2,0.09032258064516129
4.0,2.0,145.0,1900.0,3,0.07631578947368421
3.0,2.0,265.0,2560.0,3,0.103515625
3.0,2.0,260.0,2400.0,3,0.10833333333333334
3.0,1.5843757375501535,288.0,2560.0,3,0.1125
5.0,1.5843757375501535,341.0,3436.0,4,0.09924330616996507
2.0,2.0,140.0,1315.0,2,0.10646387832699619
3.0,3.0,154.0,1706.0,3,0.09026963657678781
3.0,3.0,220.0,2079.0,3,0.10582010582010581
2.0,1.0,341.0,3435.0,4,0.0992721979621543
5.0,1.5843757375501535,345.0,3436.0,4,0.10040745052386496
3.0,1.5843757375501535,400.0,3100.0,3,0.12903225806451613
3.0,2.0,400.0,5400.0,3,0.07407407407407407
2.0,1.0,105.0,1180.0,2,0.08898305084745763
4.0,2.0,325.0,2900.0,4,0.11206896551724138
3.0,3.0,180.0,1870.0,3,0.0962566844919786
1.0,0.0,100.0,896.0,1,0.11160714285714286
2.0,0.0,120.0,1420.0,2,0.08450704225352113
2.0,1.0,75.0,1150.0,3,0.06521739130434782
2.0,2.0,44.0,1035.0,2,0.04251207729468599
2.0,1.0,44.0,1094.0,2,0.04021937842778794
2.0,2.0,68.0,1330.0,3,0.05112781954887218
2.0,3.0,86.0,1820.0,3,0.04725274725274725
2.0,2.0,47.0,1225.0,2,0.03836734693877551
2.0,2.0,48.95,1140.0,2,0.042938596491228075
2.0,2.0,65.0,1315.0,3,0.049429657794676805
3.0,1.0,65.0,1315.0,3,0.049429657794676805
3.0,0.0,64.0,1315.0,3,0.048669201520912544
3.0,2.0,70.0,1735.0,3,0.040345821325648415
2.0,2.0,70.0,1643.0,3,0.0426049908703591
1.0,1.0,35.0,675.0,1,0.05185185185185185
3.0,3.0,118.0,1810.0,3,0.06519337016574586
2.0,1.0,300.0,2500.0,3,0.12
1.0,0.0,38.0,600.0,1,0.06333333333333334
2.0,1.0,55.0,845.0,2,0.0650887573964497
2.0,3.0,68.0,1112.0,2,0.06115107913669065
2.0,2.0,65.0,998.0,2,0.06513026052104208
2.0,2.0,65.0,1250.0,2,0.052
3.0,2.0,55.0,1275.0,3,0.043137254901960784
2.0,1.0,75.0,1200.0,2,0.0625
2.0,2.0,60.8,1325.0,3,0.045886792452830186
2.0,1.0,48.7,1060.0,2,0.0459433962264151
2.0,1.0,52.75,1150.0,2,0.04586956521739131
2.0,1.0,59.5,1295.0,3,0.04594594594594595
2.0,2.0,60.6,1320.0,3,0.04590909090909091
2.0,2.0,59.5,1295.0,3,0.04594594594594595
2.0,2.0,52.8,1150.0,2,0.04591304347826087
2.0,1.0,52.8,1150.0,2,0.04591304347826087
2.0,1.0,48.5,1060.0,2,0.04575471698113207
2.0,1.0,52.5,1150.0,2,0.04565217391304348
2.0,2.0,60.8,1325.0,3,0.045886792452830186
2.0,1.0,48.66,1060.0,2,0.045905660377358486
2.0,2.0,52.0,1150.0,2,0.04521739130434783
2.0,1.0,51.8,1154.0,2,0.044887348353552854
2.0,1.0,45.5,1028.0,2,0.04426070038910506
2.0,2.0,95.0,2000.0,3,0.0475
2.0,1.0,32.5,850.0,2,0.03823529411764706
2.0,2.0,34.5,893.0,2,0.03863381858902576
4.0,1.0,400.0,2400.0,4,0.16666666666666666
3.0,2.0,252.0,1800.0,3,0.14
3.0,0.0,240.0,1350.0,3,0.17777777777777778
4.0,2.0,400.0,2400.0,4,0.16666666666666666
4.0,1.0,375.0,3000.0,6,0.125
6.0,1.0,400.0,2400.0,6,0.16666666666666666
3.0,2.0,750.0,4000.0,4,0.1875
3.0,3.0,195.0,1350.0,3,0.14444444444444443
4.0,2.0,180.0,1200.0,3,0.15
3.0,2.0,60.0,1539.0,3,0.03898635477582846
3.0,3.0,65.0,1450.0,3,0.04482758620689655
8.0,1.0,130.0,3200.0,9,0.040625
6.0,1.0,170.0,3600.0,6,0.04722222222222222
2.0,1.0,90.0,1372.0,3,0.06559766763848396
3.0,2.0,90.0,1400.0,3,0.06428571428571428
2.0,1.0,63.59,1395.0,2,0.045584229390681005
3.0,2.0,78.0,1570.0,3,0.049681528662420385
2.0,1.0,47.0,1325.0,3,0.03547169811320755
2.0,1.0,48.0,1050.0,2,0.045714285714285714
2.0,1.0,45.51,1170.0,2,0.0388974358974359
2.0,1.0,39.0,1170.0,2,0.03333333333333333
2.0,1.0,62.0,1418.0,2,0.04372355430183357
2.0,1.0,34.5,861.0,2,0.04006968641114982
3.0,3.0,62.0,1408.0,3,0.04403409090909091
2.0,1.0,34.5,861.0,2,0.04006968641114982
3.0,1.0,54.0,1318.0,3,0.0409711684370258
2.0,0.0,36.5,861.0,2,0.042392566782810684
3.0,2.0,60.0,1320.0,3,0.045454545454545456
3.0,2.0,60.0,1345.0,3,0.04460966542750929
3.0,1.5843757375501535,86.0,1905.0,4,0.04514435695538058
3.0,2.0,56.0,1318.0,3,0.042488619119878605
2.0,1.0,50.0,1129.0,2,0.04428697962798937
3.0,2.0,275.0,2023.71,3,0.13588903548433323
5.0,3.0,351.0,3179.0,4,0.11041207927021075
3.0,2.0,261.0,1950.2,3,0.13383242744333915
3.0,2.0,298.0,2171.66,3,0.13722221710580848
2.0,2.0,75.0,1165.0,2,0.06437768240343347
2.0,1.0,75.0,1280.0,2,0.05859375
2.0,1.0,97.0,1530.0,3,0.06339869281045751
2.0,1.0,65.0,1155.0,2,0.05627705627705628
3.0,1.5843757375501535,165.0,2505.0,3,0.0658682634730539
2.0,2.0,95.0,1570.0,3,0.06050955414012739
2.0,1.0,64.0,1155.0,2,0.05541125541125541
2.0,2.0,40.0,1100.0,2,0.03636363636363636
2.0,3.0,45.0,967.0,2,0.04653567735263702
3.0,3.0,82.5,1618.0,3,0.05098887515451174
2.0,1.0,63.0,1222.0,2,0.05155482815057283
3.0,3.0,65.0,1300.0,3,0.05
2.0,1.0,38.0,950.0,2,0.04
2.0,1.0,48.5,1153.0,2,0.04206418039895923
1.0,0.0,26.0,812.0,1,0.03201970443349754
2.0,2.0,65.0,1460.0,3,0.04452054794520548
3.0,2.0,70.0,1500.0,3,0.04666666666666667
3.0,3.0,72.0,1621.0,3,0.04441702652683529
1.0,1.0,26.0,812.0,1,0.03201970443349754
2.0,1.0,40.0,990.0,2,0.04040404040404041
2.0,2.0,63.0,1235.0,2,0.05101214574898785
3.0,2.0,64.0,1385.0,3,0.046209386281588445
2.0,1.0,35.0,1000.0,2,0.035
2.0,1.0,35.0,1010.0,2,0.034653465346534656
2.0,2.0,45.0,1410.0,2,0.031914893617021274
2.0,3.0,62.0,1435.0,3,0.04320557491289199
2.0,0.0,45.0,945.0,2,0.047619047619047616
3.0,2.0,120.0,2500.0,4,0.048
2.0,2.0,52.0,1230.0,3,0.04227642276422764
2.0,2.0,50.0,1120.0,2,0.044642857142857144
3.0,2.0,63.0,1500.0,3,0.042
2.0,3.0,40.0,1200.0,2,0.03333333333333333
2.0,1.0,61.0,1280.0,2,0.04765625
2.0,1.0,56.58,1205.0,2,0.046954356846473026
2.0,2.0,40.0,1170.0,2,0.03418803418803419
3.0,0.0,132.0,3000.0,4,0.044
3.0,3.0,72.0,1613.0,3,0.044637321760694355
2.0,2.0,36.25,1110.0,2,0.03265765765765766
2.0,2.0,59.0,1245.0,2,0.04738955823293173
2.0,2.0,50.0,1200.0,2,0.041666666666666664
2.0,1.0,88.0,1310.0,2,0.06717557251908397
2.0,2.0,60.0,1500.0,2,0.04
2.0,2.0,45.0,840.0,2,0.05357142857142857
5.0,3.0,370.0,2600.0,5,0.1423076923076923
2.0,1.0,62.17,1326.0,2,0.046885369532428355
3.0,1.0,73.9,1578.0,3,0.046831432192648924
3.0,1.0,77.89,1639.0,3,0.047522879804759
3.0,3.0,170.0,2100.0,3,0.08095238095238096
2.0,2.0,75.0,1280.0,2,0.05859375
2.0,0.0,45.0,1045.0,2,0.0430622009569378
3.0,2.0,70.0,1800.0,3,0.03888888888888889
3.0,2.0,120.0,1670.0,3,0.0718562874251497
4.0,3.0,230.0,3250.0,4,0.07076923076923076
3.0,2.0,105.0,1776.42,3,0.059107643462694634
4.0,1.5843757375501535,230.0,3250.0,4,0.07076923076923076
2.0,1.0,56.8,940.0,2,0.06042553191489362
2.0,1.0,60.0,1075.0,2,0.05581395348837209
3.0,2.0,115.0,1715.0,3,0.06705539358600583
2.0,1.0,115.0,1751.0,3,0.06567675613934894
3.0,2.0,130.0,1750.0,3,0.07428571428571429
3.0,2.0,105.0,1530.0,3,0.06862745098039216
3.0,2.0,105.0,1752.0,3,0.059931506849315065
4.0,3.0,95.0,1680.0,3,0.05654761904761905
3.0,2.0,125.0,1728.0,3,0.07233796296296297
3.0,2.0,110.0,1645.0,3,0.0668693009118541
3.0,3.0,100.0,1517.0,3,0.06591957811470006
4.0,3.0,218.0,3150.0,4,0.0692063492063492
3.0,2.0,120.0,1750.0,3,0.06857142857142857
3.0,2.0,115.0,1751.0,3,0.06567675613934894
3.0,2.0,105.0,1750.0,3,0.06
3.0,2.0,135.0,1885.0,3,0.07161803713527852
3.0,3.0,120.0,1715.0,3,0.06997084548104957
2.0,2.0,105.0,1623.29,3,0.06468345150897252
3.0,3.0,115.0,1715.0,3,0.06705539358600583
3.0,2.0,105.0,1715.0,3,0.061224489795918366
3.0,3.0,105.0,1600.0,3,0.065625
3.0,3.0,125.0,1717.0,3,0.0728013977868375
2.0,0.0,75.0,1250.0,2,0.06
3.0,3.0,112.0,1715.0,3,0.0653061224489796
2.0,2.0,43.0,1007.0,2,0.04270109235352532
2.0,1.0,36.0,1000.0,2,0.036
2.0,2.0,40.0,1107.0,2,0.036133694670280034
2.0,1.0,48.0,1108.0,2,0.04332129963898917
2.0,1.0,42.0,1150.0,2,0.036521739130434785
2.0,1.0,41.0,1010.0,2,0.040594059405940595
2.0,2.0,66.0,1200.0,2,0.055
2.0,1.0,53.0,1206.0,2,0.0439469320066335
